district_id,province_name,district_name,pi_scenario,year,month,V_TR,V_in_day,rate_pp_year,daily_rate,pi_weighted,seasonal_multiplier,M_climate,eta,days_in_month,d_days,lambda_import_per_day,lambda_import_window,lambda_import,expected_imported_cases_per_month,q_import_month,eta_sens,scale_factor
TUR.10.4_1,Artvin,Hopa,high,2024,1,0.05967879665188663,4198.117435651615,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.6279892517689902,1,0.25,31,3,0.0043935845800839105,0.013180753740251731,0.13620112198260123,0.13620112198260123,0.013094268005067744,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,2,0.05967879665188663,3476.7816257710115,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.520085854004514,1,0.25,29,3,0.0036386628943684087,0.010915988683105225,0.10552122393668384,0.10552122393668384,0.010856625477680404,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,3,0.05967879665188663,3855.003288168089,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.5766633896290498,1,0.25,31,3,0.004034494809323778,0.012103484427971335,0.1250693390890371,0.1250693390890371,0.01203053188360892,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,4,0.05967879665188663,5267.450573116841,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,0.7879489782849164,1,0.25,30,3,0.005512706580779142,0.016538119742337425,0.16538119742337426,0.16538119742337426,0.016402115821885443,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,5,0.05967879665188663,7125.0029992349955,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.0658170884747757,1,0.25,31,3,0.007456747885289104,0.022370243655867313,0.23115918444396225,0.23115918444396225,0.022121885149241738,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,6,0.05967879665188663,8281.128796694715,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.2387599814800696,1,0.25,30,3,0.008666703670046186,0.02600011101013856,0.2600011101013856,0.2600011101013856,0.025665018552317953,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,7,0.05967879665188663,9411.109644723994,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.407791895937949,1,0.25,31,3,0.009849297179110561,0.02954789153733169,0.3053282125524274,0.3053282125524274,0.029115620617733318,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,8,0.05967879665188663,11175.099475262783,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.6716641364809814,1,0.25,31,3,0.011695419551263091,0.03508625865378927,0.36255800608915584,0.36255800608915584,0.034477871973514485,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,9,0.05967879665188663,9203.997054977232,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.3768102756615694,1,0.25,30,3,0.009632541289214551,0.028897623867643656,0.2889762386764365,0.2889762386764365,0.028484080582035998,0.33,1.32
TUR.10.4_1,Artvin,Hopa,high,2024,10,0.05967879665188663,8777.569330496097,3.858537867424856e-4,1.0571336623081797e-6,3.171395958068146e-6,1.3130216771444592,1,0.25,31,3,0.00918625880581142,0.027558776417434264,0.28477402298015403,0.28477402298015403,0.027182497854552734,0.33,1.32
